2025-02-28 11:26:16,315 [INFO] Connecting to serial port COM3.
2025-02-28 11:26:16,316 [ERROR] Serial connection error on COM3: could not open port 'COM3': FileNotFoundError(2, 'El sistema no puede encontrar el archivo especificado.', None, 2)
2025-02-28 11:26:16,316 [ERROR] Failed to connect to serial. Exiting.
2025-02-28 11:26:34,116 [INFO] Connecting to serial port COM3.
2025-02-28 11:26:34,119 [INFO] Connected to serial port COM3 at 9600 bps.
2025-02-28 11:26:37,549 [INFO] Initializing GUI.
2025-02-28 11:26:45,090 [INFO] Connecting to serial port COM3.
2025-02-28 11:26:45,093 [INFO] Connected to serial port COM3 at 9600 bps.
2025-02-28 11:26:45,142 [INFO] Initializing GUI.
2025-02-28 11:41:22,240 [INFO] Connecting to serial port COM3.
2025-02-28 11:41:22,244 [INFO] Connected to serial port COM3 at 9600 bps.
2025-02-28 11:41:22,317 [INFO] Initializing GUI.
2025-02-28 11:41:22,400 [INFO] Widgets created and arranged.
2025-02-28 11:41:22,402 [INFO] GUI initialized.
2025-02-28 11:41:24,646 [INFO] Executing remote command: sshpass -p admin0 ssh dev@192.168.1.96 "python3 /home/dev/Desktop/automata/capture_both_cameras.py"
2025-02-28 11:41:24,691 [ERROR] Capture failed. Error output:
2025-02-28 12:02:40,512 [INFO] Log: High usage: CPU 1.7%, Memory 89.7%
2025-02-28 12:02:40,513 [WARNING] High usage: CPU 1.7%, Memory 89.7%
2025-02-28 12:02:45,525 [INFO] Log: High usage: CPU 0.6%, Memory 89.8%
2025-02-28 12:02:45,526 [WARNING] High usage: CPU 0.6%, Memory 89.8%
2025-02-28 12:02:50,540 [INFO] Log: High usage: CPU 4.1%, Memory 91.7%
2025-02-28 12:02:50,541 [WARNING] High usage: CPU 4.1%, Memory 91.7%
2025-02-28 12:02:55,577 [INFO] Log: High usage: CPU 2.6%, Memory 93.2%
2025-02-28 12:02:55,578 [WARNING] High usage: CPU 2.6%, Memory 93.2%
2025-02-28 12:03:00,614 [INFO] Log: High usage: CPU 24.1%, Memory 98.8%
2025-02-28 12:03:00,616 [WARNING] High usage: CPU 24.1%, Memory 98.8%
2025-02-28 12:03:05,635 [INFO] Log: High usage: CPU 5.0%, Memory 90.1%
2025-02-28 12:03:05,636 [WARNING] High usage: CPU 5.0%, Memory 90.1%
2025-02-28 12:03:10,652 [INFO] Log: High usage: CPU 2.9%, Memory 90.2%
2025-02-28 12:03:10,653 [WARNING] High usage: CPU 2.9%, Memory 90.2%
2025-02-28 12:03:15,671 [INFO] Log: High usage: CPU 2.5%, Memory 89.9%
2025-02-28 12:03:15,672 [WARNING] High usage: CPU 2.5%, Memory 89.9%
2025-02-28 12:03:20,692 [INFO] Log: High usage: CPU 2.4%, Memory 89.9%
2025-02-28 12:03:20,693 [WARNING] High usage: CPU 2.4%, Memory 89.9%
2025-02-28 12:03:25,706 [INFO] Log: High usage: CPU 2.8%, Memory 90.3%
2025-02-28 12:03:25,706 [WARNING] High usage: CPU 2.8%, Memory 90.3%
2025-02-28 12:03:30,727 [INFO] Log: High usage: CPU 2.6%, Memory 90.0%
2025-02-28 12:03:30,728 [WARNING] High usage: CPU 2.6%, Memory 90.0%
2025-02-28 12:03:35,749 [INFO] Log: High usage: CPU 0.5%, Memory 90.1%
2025-02-28 12:03:35,749 [WARNING] High usage: CPU 0.5%, Memory 90.1%
2025-02-28 12:03:40,764 [INFO] Log: High usage: CPU 0.7%, Memory 90.0%
2025-02-28 12:03:40,765 [WARNING] High usage: CPU 0.7%, Memory 90.0%
2025-02-28 12:03:45,787 [INFO] Log: High usage: CPU 0.2%, Memory 89.8%
2025-02-28 12:03:45,788 [WARNING] High usage: CPU 0.2%, Memory 89.8%
2025-02-28 12:03:50,799 [INFO] Log: High usage: CPU 0.5%, Memory 89.8%
2025-02-28 12:03:50,799 [WARNING] High usage: CPU 0.5%, Memory 89.8%
2025-02-28 12:03:55,817 [INFO] Log: High usage: CPU 0.6%, Memory 89.8%
2025-02-28 12:03:55,817 [WARNING] High usage: CPU 0.6%, Memory 89.8%
2025-02-28 12:04:00,837 [INFO] Log: High usage: CPU 1.0%, Memory 90.0%
2025-02-28 12:04:00,838 [WARNING] High usage: CPU 1.0%, Memory 90.0%
2025-02-28 12:04:05,852 [INFO] Log: High usage: CPU 2.0%, Memory 89.7%
2025-02-28 12:04:05,852 [WARNING] High usage: CPU 2.0%, Memory 89.7%
2025-02-28 12:04:10,861 [INFO] Log: High usage: CPU 1.1%, Memory 89.4%
2025-02-28 12:04:10,862 [WARNING] High usage: CPU 1.1%, Memory 89.4%
2025-02-28 12:04:15,875 [INFO] Log: High usage: CPU 0.4%, Memory 89.3%
2025-02-28 12:04:15,877 [WARNING] High usage: CPU 0.4%, Memory 89.3%
2025-02-28 12:04:20,901 [INFO] Log: High usage: CPU 0.7%, Memory 89.4%
2025-02-28 12:04:20,902 [WARNING] High usage: CPU 0.7%, Memory 89.4%
2025-02-28 12:04:25,921 [INFO] Log: High usage: CPU 0.7%, Memory 89.4%
2025-02-28 12:04:25,922 [WARNING] High usage: CPU 0.7%, Memory 89.4%
2025-02-28 12:04:30,931 [INFO] Log: High usage: CPU 1.1%, Memory 89.4%
2025-02-28 12:04:30,932 [WARNING] High usage: CPU 1.1%, Memory 89.4%
2025-02-28 12:04:35,950 [INFO] Log: High usage: CPU 1.9%, Memory 89.4%
2025-02-28 12:04:35,951 [WARNING] High usage: CPU 1.9%, Memory 89.4%
2025-02-28 12:04:40,961 [INFO] Log: High usage: CPU 0.5%, Memory 89.4%
2025-02-28 12:04:40,962 [WARNING] High usage: CPU 0.5%, Memory 89.4%
2025-02-28 12:04:45,979 [INFO] Log: High usage: CPU 0.8%, Memory 89.4%
2025-02-28 12:04:45,979 [WARNING] High usage: CPU 0.8%, Memory 89.4%
2025-02-28 12:04:50,993 [INFO] Log: High usage: CPU 1.1%, Memory 89.5%
2025-02-28 12:04:50,994 [WARNING] High usage: CPU 1.1%, Memory 89.5%
2025-02-28 12:04:56,030 [INFO] Log: High usage: CPU 0.6%, Memory 89.6%
2025-02-28 12:04:56,031 [WARNING] High usage: CPU 0.6%, Memory 89.6%
2025-02-28 12:05:01,046 [INFO] Log: High usage: CPU 2.4%, Memory 91.5%
2025-02-28 12:05:01,047 [WARNING] High usage: CPU 2.4%, Memory 91.5%
2025-02-28 12:05:06,065 [INFO] Log: High usage: CPU 2.1%, Memory 91.7%
2025-02-28 12:05:06,066 [WARNING] High usage: CPU 2.1%, Memory 91.7%
2025-02-28 12:05:11,080 [INFO] Log: High usage: CPU 1.9%, Memory 91.6%
2025-02-28 12:05:11,081 [WARNING] High usage: CPU 1.9%, Memory 91.6%
2025-02-28 12:05:16,099 [INFO] Log: High usage: CPU 2.4%, Memory 91.6%
2025-02-28 12:05:16,100 [WARNING] High usage: CPU 2.4%, Memory 91.6%
2025-02-28 12:05:21,121 [INFO] Log: High usage: CPU 3.1%, Memory 92.1%
2025-02-28 12:05:21,121 [WARNING] High usage: CPU 3.1%, Memory 92.1%
2025-02-28 12:05:26,144 [INFO] Log: High usage: CPU 1.1%, Memory 92.3%
2025-02-28 12:05:26,145 [WARNING] High usage: CPU 1.1%, Memory 92.3%
2025-02-28 12:05:31,159 [INFO] Log: High usage: CPU 1.4%, Memory 92.4%
2025-02-28 12:05:31,160 [WARNING] High usage: CPU 1.4%, Memory 92.4%
2025-02-28 12:05:36,168 [INFO] Log: High usage: CPU 1.8%, Memory 92.7%
2025-02-28 12:05:36,169 [WARNING] High usage: CPU 1.8%, Memory 92.7%
2025-02-28 12:05:41,182 [INFO] Log: High usage: CPU 1.5%, Memory 92.8%
2025-02-28 12:05:41,183 [WARNING] High usage: CPU 1.5%, Memory 92.8%
2025-02-28 12:05:46,205 [INFO] Log: High usage: CPU 0.7%, Memory 92.9%
2025-02-28 12:05:46,206 [WARNING] High usage: CPU 0.7%, Memory 92.9%
2025-02-28 12:05:51,223 [INFO] Log: High usage: CPU 0.9%, Memory 92.8%
2025-02-28 12:05:51,223 [WARNING] High usage: CPU 0.9%, Memory 92.8%
2025-02-28 12:05:56,234 [INFO] Log: High usage: CPU 0.6%, Memory 92.8%
2025-02-28 12:05:56,234 [WARNING] High usage: CPU 0.6%, Memory 92.8%
2025-02-28 12:06:01,256 [INFO] Log: High usage: CPU 0.7%, Memory 93.0%
2025-02-28 12:06:01,257 [WARNING] High usage: CPU 0.7%, Memory 93.0%
2025-02-28 12:06:06,273 [INFO] Log: High usage: CPU 0.8%, Memory 92.9%
2025-02-28 12:06:06,274 [WARNING] High usage: CPU 0.8%, Memory 92.9%
2025-02-28 12:06:11,283 [INFO] Log: High usage: CPU 0.7%, Memory 92.7%
2025-02-28 12:06:11,284 [WARNING] High usage: CPU 0.7%, Memory 92.7%
2025-02-28 12:06:16,294 [INFO] Log: High usage: CPU 0.3%, Memory 92.7%
2025-02-28 12:06:16,295 [WARNING] High usage: CPU 0.3%, Memory 92.7%
2025-02-28 12:06:21,307 [INFO] Log: High usage: CPU 1.7%, Memory 92.9%
2025-02-28 12:06:21,308 [WARNING] High usage: CPU 1.7%, Memory 92.9%
2025-02-28 12:06:26,321 [INFO] Log: High usage: CPU 2.6%, Memory 93.2%
2025-02-28 12:06:26,322 [WARNING] High usage: CPU 2.6%, Memory 93.2%
2025-02-28 12:06:31,334 [INFO] Log: High usage: CPU 1.1%, Memory 93.3%
2025-02-28 12:06:31,334 [WARNING] High usage: CPU 1.1%, Memory 93.3%
2025-02-28 12:06:36,357 [INFO] Log: High usage: CPU 1.5%, Memory 93.4%
2025-02-28 12:06:36,358 [WARNING] High usage: CPU 1.5%, Memory 93.4%
2025-02-28 12:06:41,380 [INFO] Log: High usage: CPU 1.0%, Memory 93.4%
2025-02-28 12:06:41,381 [WARNING] High usage: CPU 1.0%, Memory 93.4%
2025-02-28 12:06:46,401 [INFO] Log: High usage: CPU 1.3%, Memory 93.4%
2025-02-28 12:06:46,401 [WARNING] High usage: CPU 1.3%, Memory 93.4%
2025-02-28 12:06:51,411 [INFO] Log: High usage: CPU 2.0%, Memory 93.6%
2025-02-28 12:06:51,412 [WARNING] High usage: CPU 2.0%, Memory 93.6%
2025-02-28 12:06:56,421 [INFO] Log: High usage: CPU 2.5%, Memory 94.8%
2025-02-28 12:06:56,422 [WARNING] High usage: CPU 2.5%, Memory 94.8%
2025-02-28 12:07:01,430 [INFO] Log: High usage: CPU 2.2%, Memory 94.5%
2025-02-28 12:07:01,431 [WARNING] High usage: CPU 2.2%, Memory 94.5%
2025-02-28 12:07:06,446 [INFO] Log: High usage: CPU 1.9%, Memory 95.3%
2025-02-28 12:07:06,447 [WARNING] High usage: CPU 1.9%, Memory 95.3%
2025-02-28 12:07:11,464 [INFO] Log: High usage: CPU 2.0%, Memory 94.8%
2025-02-28 12:07:11,465 [WARNING] High usage: CPU 2.0%, Memory 94.8%
2025-02-28 12:07:16,487 [INFO] Log: High usage: CPU 0.5%, Memory 94.4%
2025-02-28 12:07:16,487 [WARNING] High usage: CPU 0.5%, Memory 94.4%
2025-02-28 12:07:21,503 [INFO] Log: High usage: CPU 0.7%, Memory 94.3%
2025-02-28 12:07:21,504 [WARNING] High usage: CPU 0.7%, Memory 94.3%
2025-02-28 12:07:26,527 [INFO] Log: High usage: CPU 0.4%, Memory 94.2%
2025-02-28 12:07:26,528 [WARNING] High usage: CPU 0.4%, Memory 94.2%
2025-02-28 12:07:31,536 [INFO] Log: High usage: CPU 0.6%, Memory 94.3%
2025-02-28 12:07:31,537 [WARNING] High usage: CPU 0.6%, Memory 94.3%
2025-02-28 12:07:36,548 [INFO] Log: High usage: CPU 0.4%, Memory 94.3%
2025-02-28 12:07:36,549 [WARNING] High usage: CPU 0.4%, Memory 94.3%
2025-02-28 12:07:41,559 [INFO] Log: High usage: CPU 0.3%, Memory 94.3%
2025-02-28 12:07:41,560 [WARNING] High usage: CPU 0.3%, Memory 94.3%
2025-02-28 12:07:46,586 [INFO] Log: High usage: CPU 0.3%, Memory 94.3%
2025-02-28 12:07:46,586 [WARNING] High usage: CPU 0.3%, Memory 94.3%
2025-02-28 12:07:51,603 [INFO] Log: High usage: CPU 0.6%, Memory 94.2%
2025-02-28 12:07:51,604 [WARNING] High usage: CPU 0.6%, Memory 94.2%
2025-02-28 12:07:56,620 [INFO] Log: High usage: CPU 1.6%, Memory 94.5%
2025-02-28 12:07:56,620 [WARNING] High usage: CPU 1.6%, Memory 94.5%
2025-02-28 12:08:01,636 [INFO] Log: High usage: CPU 0.9%, Memory 94.7%
2025-02-28 12:08:01,637 [WARNING] High usage: CPU 0.9%, Memory 94.7%
2025-02-28 12:08:06,656 [INFO] Log: High usage: CPU 1.9%, Memory 87.1%
2025-02-28 12:08:06,657 [WARNING] High usage: CPU 1.9%, Memory 87.1%
2025-02-28 12:08:11,675 [INFO] Log: High usage: CPU 0.8%, Memory 87.2%
2025-02-28 12:08:11,675 [WARNING] High usage: CPU 0.8%, Memory 87.2%
2025-02-28 12:08:16,686 [INFO] Log: High usage: CPU 0.5%, Memory 87.2%
2025-02-28 12:08:16,686 [WARNING] High usage: CPU 0.5%, Memory 87.2%
2025-02-28 12:08:21,705 [INFO] Log: High usage: CPU 0.8%, Memory 87.2%
2025-02-28 12:08:21,706 [WARNING] High usage: CPU 0.8%, Memory 87.2%
2025-02-28 12:08:26,728 [INFO] Log: High usage: CPU 0.9%, Memory 87.2%
2025-02-28 12:08:26,728 [WARNING] High usage: CPU 0.9%, Memory 87.2%
2025-02-28 12:08:31,750 [INFO] Log: High usage: CPU 0.5%, Memory 87.3%
2025-02-28 12:08:31,750 [WARNING] High usage: CPU 0.5%, Memory 87.3%
2025-02-28 12:08:36,770 [INFO] Log: High usage: CPU 0.4%, Memory 87.4%
2025-02-28 12:08:36,770 [WARNING] High usage: CPU 0.4%, Memory 87.4%
2025-02-28 12:08:41,790 [INFO] Log: High usage: CPU 0.5%, Memory 87.2%
2025-02-28 12:08:41,791 [WARNING] High usage: CPU 0.5%, Memory 87.2%
2025-02-28 12:08:46,802 [INFO] Log: High usage: CPU 0.6%, Memory 87.3%
2025-02-28 12:08:46,803 [WARNING] High usage: CPU 0.6%, Memory 87.3%
2025-02-28 12:08:51,825 [INFO] Log: High usage: CPU 0.6%, Memory 87.4%
2025-02-28 12:08:51,826 [WARNING] High usage: CPU 0.6%, Memory 87.4%
2025-02-28 12:08:56,836 [INFO] Log: High usage: CPU 0.8%, Memory 87.1%
2025-02-28 12:08:56,837 [WARNING] High usage: CPU 0.8%, Memory 87.1%
2025-02-28 12:09:01,851 [INFO] Log: High usage: CPU 0.7%, Memory 87.1%
2025-02-28 12:09:01,851 [WARNING] High usage: CPU 0.7%, Memory 87.1%
2025-02-28 12:09:06,873 [INFO] Log: High usage: CPU 1.1%, Memory 87.2%
2025-02-28 12:09:06,873 [WARNING] High usage: CPU 1.1%, Memory 87.2%
2025-02-28 12:09:11,882 [INFO] Log: High usage: CPU 0.7%, Memory 87.1%
2025-02-28 12:09:11,883 [WARNING] High usage: CPU 0.7%, Memory 87.1%
2025-02-28 12:09:16,907 [INFO] Log: High usage: CPU 0.4%, Memory 87.2%
2025-02-28 12:09:16,908 [WARNING] High usage: CPU 0.4%, Memory 87.2%
2025-02-28 12:09:21,915 [INFO] Log: High usage: CPU 0.7%, Memory 87.2%
2025-02-28 12:09:21,916 [WARNING] High usage: CPU 0.7%, Memory 87.2%
2025-02-28 12:09:26,933 [INFO] Log: High usage: CPU 0.8%, Memory 87.2%
2025-02-28 12:09:26,934 [WARNING] High usage: CPU 0.8%, Memory 87.2%
2025-02-28 12:09:31,953 [INFO] Log: High usage: CPU 0.7%, Memory 87.3%
2025-02-28 12:09:31,953 [WARNING] High usage: CPU 0.7%, Memory 87.3%
2025-02-28 12:09:36,968 [INFO] Log: High usage: CPU 0.3%, Memory 87.1%
2025-02-28 12:09:36,969 [WARNING] High usage: CPU 0.3%, Memory 87.1%
2025-02-28 12:09:41,986 [INFO] Log: High usage: CPU 0.7%, Memory 87.2%
2025-02-28 12:09:41,987 [WARNING] High usage: CPU 0.7%, Memory 87.2%
2025-02-28 12:09:46,996 [INFO] Log: High usage: CPU 0.6%, Memory 87.2%
2025-02-28 12:09:46,997 [WARNING] High usage: CPU 0.6%, Memory 87.2%
2025-02-28 12:09:52,009 [INFO] Log: High usage: CPU 0.1%, Memory 87.2%
2025-02-28 12:09:52,010 [WARNING] High usage: CPU 0.1%, Memory 87.2%
2025-02-28 12:09:57,028 [INFO] Log: High usage: CPU 0.2%, Memory 87.2%
2025-02-28 12:09:57,028 [WARNING] High usage: CPU 0.2%, Memory 87.2%
2025-02-28 12:10:02,050 [INFO] Log: High usage: CPU 1.0%, Memory 87.3%
2025-02-28 12:10:02,051 [WARNING] High usage: CPU 1.0%, Memory 87.3%
2025-02-28 12:10:07,070 [INFO] Log: High usage: CPU 0.7%, Memory 87.2%
2025-02-28 12:10:07,070 [WARNING] High usage: CPU 0.7%, Memory 87.2%
2025-02-28 12:10:12,080 [INFO] Log: High usage: CPU 0.5%, Memory 87.2%
2025-02-28 12:10:12,081 [WARNING] High usage: CPU 0.5%, Memory 87.2%
2025-02-28 12:10:17,091 [INFO] Log: High usage: CPU 0.5%, Memory 87.2%
2025-02-28 12:10:17,091 [WARNING] High usage: CPU 0.5%, Memory 87.2%
2025-02-28 12:10:22,112 [INFO] Log: High usage: CPU 0.6%, Memory 87.3%
2025-02-28 12:10:22,113 [WARNING] High usage: CPU 0.6%, Memory 87.3%
2025-02-28 12:10:27,136 [INFO] Log: High usage: CPU 1.1%, Memory 87.3%
2025-02-28 12:10:27,137 [WARNING] High usage: CPU 1.1%, Memory 87.3%
2025-02-28 12:10:32,159 [INFO] Log: High usage: CPU 0.7%, Memory 87.3%
2025-02-28 12:10:32,159 [WARNING] High usage: CPU 0.7%, Memory 87.3%
2025-02-28 12:10:37,172 [INFO] Log: High usage: CPU 1.0%, Memory 87.4%
2025-02-28 12:10:37,173 [WARNING] High usage: CPU 1.0%, Memory 87.4%
2025-02-28 12:10:42,183 [INFO] Log: High usage: CPU 1.7%, Memory 87.5%
2025-02-28 12:10:42,184 [WARNING] High usage: CPU 1.7%, Memory 87.5%
2025-02-28 12:10:47,200 [INFO] Log: High usage: CPU 2.1%, Memory 87.3%
2025-02-28 12:10:47,201 [WARNING] High usage: CPU 2.1%, Memory 87.3%
2025-02-28 12:10:52,216 [INFO] Log: High usage: CPU 1.6%, Memory 87.4%
2025-02-28 12:10:52,217 [WARNING] High usage: CPU 1.6%, Memory 87.4%
2025-02-28 12:10:57,231 [INFO] Log: High usage: CPU 1.3%, Memory 87.0%
2025-02-28 12:10:57,232 [WARNING] High usage: CPU 1.3%, Memory 87.0%
2025-02-28 12:11:02,246 [INFO] Log: High usage: CPU 0.9%, Memory 87.3%
2025-02-28 12:11:02,246 [WARNING] High usage: CPU 0.9%, Memory 87.3%
2025-02-28 12:11:07,268 [INFO] Log: High usage: CPU 0.8%, Memory 87.3%
2025-02-28 12:11:07,269 [WARNING] High usage: CPU 0.8%, Memory 87.3%
2025-02-28 12:11:12,291 [INFO] Log: High usage: CPU 0.7%, Memory 87.5%
2025-02-28 12:11:12,291 [WARNING] High usage: CPU 0.7%, Memory 87.5%
2025-02-28 12:11:17,310 [INFO] Log: High usage: CPU 0.8%, Memory 87.6%
2025-02-28 12:11:17,310 [WARNING] High usage: CPU 0.8%, Memory 87.6%
2025-02-28 12:11:22,320 [INFO] Log: High usage: CPU 1.9%, Memory 87.9%
2025-02-28 12:11:22,321 [WARNING] High usage: CPU 1.9%, Memory 87.9%
2025-02-28 12:11:27,343 [INFO] Log: High usage: CPU 2.3%, Memory 86.8%
2025-02-28 12:11:27,343 [WARNING] High usage: CPU 2.3%, Memory 86.8%
2025-02-28 12:11:32,360 [INFO] Log: High usage: CPU 2.8%, Memory 86.6%
2025-02-28 12:11:32,361 [WARNING] High usage: CPU 2.8%, Memory 86.6%
2025-02-28 12:11:37,385 [INFO] Log: High usage: CPU 2.7%, Memory 86.3%
2025-02-28 12:11:37,386 [WARNING] High usage: CPU 2.7%, Memory 86.3%
2025-02-28 12:11:42,407 [INFO] Log: High usage: CPU 1.0%, Memory 86.4%
2025-02-28 12:11:42,407 [WARNING] High usage: CPU 1.0%, Memory 86.4%
2025-02-28 12:11:47,421 [INFO] Log: High usage: CPU 0.6%, Memory 86.4%
2025-02-28 12:11:47,422 [WARNING] High usage: CPU 0.6%, Memory 86.4%
2025-02-28 12:11:52,443 [INFO] Log: High usage: CPU 1.8%, Memory 87.8%
2025-02-28 12:11:52,443 [WARNING] High usage: CPU 1.8%, Memory 87.8%
2025-02-28 12:11:57,451 [INFO] Log: High usage: CPU 4.2%, Memory 93.4%
2025-02-28 12:11:57,451 [WARNING] High usage: CPU 4.2%, Memory 93.4%
2025-02-28 12:12:02,461 [INFO] Log: High usage: CPU 1.8%, Memory 93.1%
2025-02-28 12:12:02,462 [WARNING] High usage: CPU 1.8%, Memory 93.1%
2025-02-28 12:12:07,470 [INFO] Log: High usage: CPU 1.7%, Memory 92.9%
2025-02-28 12:12:07,471 [WARNING] High usage: CPU 1.7%, Memory 92.9%
2025-02-28 12:12:12,487 [INFO] Log: High usage: CPU 2.8%, Memory 94.7%
2025-02-28 12:12:12,488 [WARNING] High usage: CPU 2.8%, Memory 94.7%
2025-02-28 12:12:17,505 [INFO] Log: High usage: CPU 1.3%, Memory 93.8%
2025-02-28 12:12:17,507 [WARNING] High usage: CPU 1.3%, Memory 93.8%
2025-02-28 12:12:22,526 [INFO] Log: High usage: CPU 2.3%, Memory 93.3%
2025-02-28 12:12:22,527 [WARNING] High usage: CPU 2.3%, Memory 93.3%
2025-02-28 12:12:27,536 [INFO] Log: High usage: CPU 5.5%, Memory 95.0%
2025-02-28 12:12:27,537 [WARNING] High usage: CPU 5.5%, Memory 95.0%
2025-02-28 12:12:32,558 [INFO] Log: High usage: CPU 3.2%, Memory 93.0%
2025-02-28 12:12:32,558 [WARNING] High usage: CPU 3.2%, Memory 93.0%
2025-02-28 12:12:37,567 [INFO] Log: High usage: CPU 2.0%, Memory 91.6%
2025-02-28 12:12:37,568 [WARNING] High usage: CPU 2.0%, Memory 91.6%
2025-02-28 12:12:42,580 [INFO] Log: High usage: CPU 2.5%, Memory 92.0%
2025-02-28 12:12:42,580 [WARNING] High usage: CPU 2.5%, Memory 92.0%
2025-02-28 12:12:47,605 [INFO] Log: High usage: CPU 2.2%, Memory 91.9%
2025-02-28 12:12:47,606 [WARNING] High usage: CPU 2.2%, Memory 91.9%
2025-02-28 12:12:52,625 [INFO] Log: High usage: CPU 1.8%, Memory 92.5%
2025-02-28 12:12:52,626 [WARNING] High usage: CPU 1.8%, Memory 92.5%
2025-02-28 12:12:57,645 [INFO] Log: High usage: CPU 1.9%, Memory 92.9%
2025-02-28 12:12:57,646 [WARNING] High usage: CPU 1.9%, Memory 92.9%
2025-02-28 12:13:02,658 [INFO] Log: High usage: CPU 2.4%, Memory 93.3%
2025-02-28 12:13:02,659 [WARNING] High usage: CPU 2.4%, Memory 93.3%
2025-02-28 12:13:07,680 [INFO] Log: High usage: CPU 4.5%, Memory 88.5%
2025-02-28 12:13:07,681 [WARNING] High usage: CPU 4.5%, Memory 88.5%
2025-02-28 12:13:12,697 [INFO] Log: High usage: CPU 1.9%, Memory 88.5%
2025-02-28 12:13:12,698 [WARNING] High usage: CPU 1.9%, Memory 88.5%
2025-02-28 12:13:17,714 [INFO] Log: High usage: CPU 1.7%, Memory 89.0%
2025-02-28 12:13:17,715 [WARNING] High usage: CPU 1.7%, Memory 89.0%
2025-02-28 12:13:22,723 [INFO] Log: High usage: CPU 0.5%, Memory 88.8%
2025-02-28 12:13:22,724 [WARNING] High usage: CPU 0.5%, Memory 88.8%
2025-02-28 12:13:27,748 [INFO] Log: High usage: CPU 1.1%, Memory 87.8%
2025-02-28 12:13:27,749 [WARNING] High usage: CPU 1.1%, Memory 87.8%
2025-02-28 12:13:32,762 [INFO] Log: High usage: CPU 0.5%, Memory 87.6%
2025-02-28 12:13:32,763 [WARNING] High usage: CPU 0.5%, Memory 87.6%
2025-02-28 12:13:37,787 [INFO] Log: High usage: CPU 1.3%, Memory 87.8%
2025-02-28 12:13:37,788 [WARNING] High usage: CPU 1.3%, Memory 87.8%
2025-02-28 12:13:42,809 [INFO] Log: High usage: CPU 0.8%, Memory 87.8%
2025-02-28 12:13:42,810 [WARNING] High usage: CPU 0.8%, Memory 87.8%
2025-02-28 12:13:47,823 [INFO] Log: High usage: CPU 0.8%, Memory 87.9%
2025-02-28 12:13:47,824 [WARNING] High usage: CPU 0.8%, Memory 87.9%
2025-02-28 12:13:52,840 [INFO] Log: High usage: CPU 0.4%, Memory 87.7%
2025-02-28 12:13:52,841 [WARNING] High usage: CPU 0.4%, Memory 87.7%
2025-02-28 12:13:57,859 [INFO] Log: High usage: CPU 0.7%, Memory 87.7%
2025-02-28 12:13:57,860 [WARNING] High usage: CPU 0.7%, Memory 87.7%
2025-02-28 12:14:02,882 [INFO] Log: High usage: CPU 0.6%, Memory 87.7%
2025-02-28 12:14:02,882 [WARNING] High usage: CPU 0.6%, Memory 87.7%
2025-02-28 12:14:07,896 [INFO] Log: High usage: CPU 0.5%, Memory 87.7%
2025-02-28 12:14:07,897 [WARNING] High usage: CPU 0.5%, Memory 87.7%
2025-02-28 12:14:12,916 [INFO] Log: High usage: CPU 1.0%, Memory 88.8%
2025-02-28 12:14:12,917 [WARNING] High usage: CPU 1.0%, Memory 88.8%
2025-02-28 12:14:17,932 [INFO] Log: High usage: CPU 2.0%, Memory 89.5%
2025-02-28 12:14:17,933 [WARNING] High usage: CPU 2.0%, Memory 89.5%
2025-02-28 12:14:22,962 [INFO] Log: High usage: CPU 2.1%, Memory 90.1%
2025-02-28 12:14:22,963 [WARNING] High usage: CPU 2.1%, Memory 90.1%
2025-02-28 12:14:27,985 [INFO] Log: High usage: CPU 1.5%, Memory 89.9%
2025-02-28 12:14:27,986 [WARNING] High usage: CPU 1.5%, Memory 89.9%
2025-02-28 12:14:33,002 [INFO] Log: High usage: CPU 1.2%, Memory 90.0%
2025-02-28 12:14:33,003 [WARNING] High usage: CPU 1.2%, Memory 90.0%
2025-02-28 12:14:38,018 [INFO] Log: High usage: CPU 7.6%, Memory 89.7%
2025-02-28 12:14:38,019 [WARNING] High usage: CPU 7.6%, Memory 89.7%
2025-02-28 12:14:43,041 [INFO] Log: High usage: CPU 2.4%, Memory 90.3%
2025-02-28 12:14:43,042 [WARNING] High usage: CPU 2.4%, Memory 90.3%
2025-02-28 12:14:48,052 [INFO] Log: High usage: CPU 2.1%, Memory 90.3%
2025-02-28 12:14:48,053 [WARNING] High usage: CPU 2.1%, Memory 90.3%
2025-02-28 12:14:53,065 [INFO] Log: High usage: CPU 1.7%, Memory 90.3%
2025-02-28 12:14:53,065 [WARNING] High usage: CPU 1.7%, Memory 90.3%
2025-02-28 12:14:58,081 [INFO] Log: High usage: CPU 1.7%, Memory 90.5%
2025-02-28 12:14:58,082 [WARNING] High usage: CPU 1.7%, Memory 90.5%
2025-02-28 12:15:03,099 [INFO] Log: High usage: CPU 0.9%, Memory 89.9%
2025-02-28 12:15:03,100 [WARNING] High usage: CPU 0.9%, Memory 89.9%
2025-02-28 12:15:08,112 [INFO] Log: High usage: CPU 0.5%, Memory 89.9%
2025-02-28 12:15:08,113 [WARNING] High usage: CPU 0.5%, Memory 89.9%
2025-02-28 12:15:13,139 [INFO] Log: High usage: CPU 1.3%, Memory 90.7%
2025-02-28 12:15:13,140 [WARNING] High usage: CPU 1.3%, Memory 90.7%
2025-02-28 12:15:18,155 [INFO] Log: High usage: CPU 2.0%, Memory 91.5%
